"Id","LotArea","Neighborhood","BldgType","OverallQual","OverallCond","YearBuilt","YearRemodAdd","MoSold","YrSold","SalePrice"
399,8967,"IDOTRR","1Fam",5,2,1920,1950,11,2007,67000
400,8125,"Somerst","1Fam",7,5,2006,2007,10,2009,241000
401,14963,"Veenker","TwnhsE",8,5,1996,1996,12,2008,245500
402,8767,"CollgCr","1Fam",7,5,2005,2005,7,2006,164990
403,10200,"Sawyer","1Fam",5,8,1940,1997,8,2008,108000
404,12090,"NoRidge","1Fam",8,5,1998,1998,7,2006,258000
405,10364,"Gilbert","1Fam",6,5,1995,1996,5,2007,168000
406,9991,"Sawyer","1Fam",4,4,1976,1993,6,2009,150000
407,10480,"SWISU","1Fam",6,5,1936,1950,3,2008,115000
408,15576,"Crawfor","1Fam",6,7,1915,1976,3,2008,177000
409,14154,"NridgHt","1Fam",7,5,2006,2006,8,2007,280000
410,10800,"Somerst","1Fam",8,5,2007,2008,4,2008,339750
411,9571,"Edwards","1Fam",5,3,1958,1958,6,2009,60000
412,34650,"Gilbert","2fmCon",5,5,1955,1955,1,2006,145000
413,4403,"Somerst","1Fam",7,5,2009,2009,6,2010,222000
414,8960,"OldTown","1Fam",5,6,1927,1950,3,2010,115000
415,11228,"SawyerW","1Fam",7,5,1993,1993,12,2008,228000
416,8899,"Gilbert","1Fam",7,5,2007,2007,8,2007,181134
417,7844,"Sawyer","1Fam",6,7,1978,1978,3,2006,149500
418,22420,"Crawfor","1Fam",6,6,1918,1950,11,2007,239000
419,8160,"Edwards","1Fam",5,6,1940,1950,4,2007,126000
420,8450,"NAmes","1Fam",5,6,1968,1968,7,2010,142000
421,7060,"Mitchel","Duplex",7,5,1997,1998,11,2008,206300
422,16635,"NWAmes","1Fam",6,7,1977,2000,6,2009,215000
423,21750,"Mitchel","1Fam",5,5,1954,1954,2,2008,113000
424,9200,"NoRidge","1Fam",8,5,1998,1998,6,2008,315000
425,9000,"NAmes","1Fam",6,5,1956,1956,5,2008,139000
426,3378,"OldTown","1Fam",7,8,1946,1992,9,2009,135000
427,12800,"SawyerW","1Fam",7,5,1989,1989,8,2009,275000
428,8593,"NAmes","1Fam",4,6,1957,1957,7,2008,109008
429,6762,"CollgCr","1Fam",7,5,2007,2007,9,2007,195400
430,11457,"Timber","1Fam",6,5,1988,1988,3,2009,175000
431,1680,"BrDale","Twnhs",6,5,1971,1971,7,2008,85400
432,5586,"OldTown","1Fam",6,7,1920,1998,9,2008,79900
433,1920,"BrDale","TwnhsE",5,5,1971,1971,8,2007,122500
434,10839,"Gilbert","1Fam",6,5,1997,1998,7,2008,181000
435,1890,"MeadowV","Twnhs",4,7,1972,1972,6,2008,81000
436,10667,"CollgCr","1Fam",7,6,1996,1996,4,2009,212000
437,4400,"OldTown","1Fam",6,8,1920,1950,10,2006,116000
438,6000,"BrkSide","1Fam",6,7,1926,2004,1,2009,119000
439,4280,"Crawfor","1Fam",5,6,1913,2002,3,2007,90350
440,12354,"Edwards","1Fam",6,8,1920,2000,8,2009,110000
441,15431,"NridgHt","1Fam",10,5,2008,2008,4,2009,555000
442,12108,"Edwards","Duplex",4,4,1955,1955,9,2008,118000
443,6240,"BrkSide","1Fam",5,7,1930,1992,6,2008,162900
444,3922,"Blmngtn","TwnhsE",7,5,2006,2007,6,2007,172500
445,8750,"CollgCr","1Fam",7,5,1994,1995,7,2008,210000
446,9855,"Edwards","1Fam",6,5,1956,1956,11,2009,127500
447,16492,"NAmes","1Fam",6,6,1966,2002,6,2010,190000
448,11214,"Gilbert","1Fam",7,5,1998,1999,7,2006,199900
449,8600,"IDOTRR","1Fam",6,6,1937,1950,6,2006,119500
450,6000,"OldTown","1Fam",3,7,1948,2002,6,2007,120000
451,5684,"OldTown","1Fam",6,8,1930,2005,6,2006,110000
452,70761,"ClearCr","1Fam",7,5,1975,1975,12,2006,280000
453,9303,"Timber","1Fam",6,5,1996,1997,7,2007,204000
454,9000,"Somerst","1Fam",8,5,2008,2008,6,2009,210000
455,9297,"Mitchel","Duplex",5,5,1976,1976,7,2006,188000
456,9600,"NWAmes","1Fam",7,6,1973,1973,9,2007,175500
457,4571,"OldTown","1Fam",5,5,1916,1950,5,2008,98000
458,53227,"ClearCr","1Fam",4,6,1954,1994,3,2008,256000
459,5100,"OldTown","1Fam",8,7,1925,1996,6,2008,161000
460,7015,"BrkSide","1Fam",5,4,1950,1950,7,2009,110000
461,8004,"Somerst","1Fam",8,5,2009,2009,12,2009,263435
462,7200,"SWISU","1Fam",7,9,1936,2007,4,2009,155000
463,8281,"Sawyer","1Fam",5,5,1965,1965,12,2009,62383
464,11988,"Crawfor","1Fam",6,7,1934,1995,8,2008,188700
465,8430,"CollgCr","1Fam",5,5,1978,1978,8,2009,124000
466,3072,"Blmngtn","TwnhsE",7,5,2004,2004,5,2006,178740
467,10628,"NAmes","1Fam",7,5,1970,1970,4,2007,167000
468,9480,"NAmes","1Fam",5,7,1942,1995,6,2007,146500
469,11428,"NridgHt","1Fam",8,5,2006,2006,5,2007,250000
470,9291,"SawyerW","1Fam",6,5,1993,1993,6,2008,187000
471,6820,"StoneBr","TwnhsE",8,5,1985,1985,6,2010,212000
472,11952,"NWAmes","1Fam",7,6,1977,1977,11,2007,190000
473,3675,"Edwards","TwnhsE",6,5,2005,2005,6,2008,148000
474,14977,"NridgHt","1Fam",8,5,2006,2007,7,2007,440000
475,5330,"StoneBr","TwnhsE",8,5,2000,2000,8,2007,251000
476,8480,"Sawyer","1Fam",5,6,1963,1963,7,2007,132500
477,13125,"CollgCr","1Fam",6,5,1997,1998,4,2008,208900
478,13693,"NridgHt","1Fam",9,5,2006,2006,3,2007,380000
479,10637,"CollgCr","1Fam",8,5,2007,2008,9,2009,297000
480,5925,"OldTown","1Fam",4,7,1937,2000,3,2007,89471
481,16033,"NridgHt","1Fam",9,5,2004,2005,3,2006,326000
482,11846,"NridgHt","1Fam",9,5,2003,2004,8,2006,374000
483,2500,"OldTown","1Fam",7,8,1915,2005,6,2009,155000
484,4500,"Mitchel","Twnhs",6,5,1998,1998,5,2006,164000
485,7758,"Sawyer","1Fam",5,7,1962,2001,3,2007,132500
486,9600,"NAmes","1Fam",5,7,1950,2007,7,2009,147000
487,10289,"NAmes","1Fam",5,7,1965,1965,6,2007,156000
488,12243,"NWAmes","1Fam",5,6,1971,1971,2,2007,175000
489,10800,"OldTown","2fmCon",5,4,1900,1970,5,2006,160000
490,1526,"MeadowV","Twnhs",4,8,1970,2002,5,2009,86000
491,2665,"MeadowV","TwnhsE",5,6,1976,1976,6,2008,115000
492,9490,"NAmes","1Fam",6,7,1941,1950,8,2006,133000
493,15578,"Gilbert","1Fam",6,5,2006,2006,5,2006,172785
494,7931,"NAmes","1Fam",5,6,1960,1960,6,2008,155000
495,5784,"OldTown","1Fam",5,8,1938,1996,12,2009,91300
496,7879,"IDOTRR","1Fam",4,5,1920,1950,11,2009,34900
497,12692,"NoRidge","1Fam",8,5,1992,1993,5,2007,430000
498,9120,"BrkSide","1Fam",7,6,1925,1950,6,2008,184000
499,7800,"Sawyer","1Fam",5,7,1967,2004,6,2009,130000
500,7535,"NAmes","1Fam",5,7,1958,1985,6,2007,120000
501,1890,"BrDale","Twnhs",6,5,1973,1973,5,2007,113000
502,9803,"Somerst","1Fam",7,5,2005,2005,2,2008,226700
503,9170,"Edwards","1Fam",5,7,1965,1965,4,2007,140000
504,15602,"Crawfor","1Fam",7,8,1959,1997,3,2010,289000
505,2308,"NPkVill","TwnhsE",6,5,1974,1974,6,2009,147000
506,7596,"OldTown","Duplex",5,5,1952,1952,7,2009,124500
507,9554,"SawyerW","1Fam",8,5,1993,1994,9,2006,215000
508,7862,"Somerst","1Fam",6,5,2009,2009,9,2009,208300
509,9600,"OldTown","1Fam",7,9,1928,2005,10,2008,161000
510,9600,"NAmes","1Fam",5,6,1959,1959,7,2009,124500
511,14559,"NAmes","1Fam",5,7,1951,2000,6,2009,164900
512,6792,"NridgHt","TwnhsE",7,5,2005,2006,3,2006,202665
513,9100,"NAmes","1Fam",5,5,1958,1958,7,2006,129900
514,9187,"Mitchel","1Fam",6,5,1983,1983,6,2007,134000
515,10594,"Crawfor","1Fam",5,5,1926,1950,6,2007,96500
516,12220,"NridgHt","1Fam",10,5,2009,2009,9,2009,402861
517,10448,"NWAmes","1Fam",6,6,1972,1972,8,2009,158000
518,10208,"NoRidge","1Fam",7,5,1996,1997,7,2009,265000
519,9531,"CollgCr","1Fam",6,5,1998,1998,5,2007,211000
520,10918,"Crawfor","1Fam",7,9,1926,2004,6,2009,234000
521,10800,"OldTown","2fmCon",4,7,1900,2000,8,2008,106250
522,11988,"NAmes","1Fam",6,6,1957,1957,5,2007,150000
523,5000,"BrkSide","1Fam",6,7,1947,1950,10,2006,159000
524,40094,"Edwards","1Fam",10,5,2007,2008,10,2007,184750
525,11787,"NoRidge","1Fam",7,5,1996,1997,8,2007,315750
526,7500,"Somerst","1Fam",7,5,2005,2005,4,2006,176000
527,13300,"NAmes","1Fam",5,7,1956,2000,6,2007,132000
528,14948,"NridgHt","1Fam",9,5,2008,2008,11,2008,446261
529,9098,"Edwards","1Fam",4,7,1920,2002,7,2007,86000
530,32668,"Crawfor","1Fam",6,3,1957,1975,3,2007,200624
531,10200,"Timber","1Fam",6,5,1988,1989,8,2008,175000
532,6155,"BrkSide","1Fam",6,8,1920,1999,6,2008,128000
533,7200,"NAmes","1Fam",5,7,1955,2007,4,2010,107500
534,5000,"BrkSide","1Fam",1,3,1946,1950,1,2007,39300
535,9056,"Gilbert","1Fam",8,5,2004,2004,10,2006,178000
536,7000,"Edwards","2fmCon",5,7,1910,1991,1,2008,107500
537,8924,"CollgCr","1Fam",7,5,1998,1999,7,2008,188000
538,12735,"NAmes","1Fam",4,5,1972,1972,4,2008,111250
539,11553,"Sawyer","1Fam",5,5,1968,1968,7,2006,158000
540,11423,"CollgCr","1Fam",8,5,2001,2002,5,2010,272000
541,14601,"Timber","1Fam",9,5,2006,2006,3,2009,315000
542,11000,"NoRidge","1Fam",8,5,2000,2000,6,2007,248000
543,10140,"NWAmes","1Fam",7,5,1998,1999,6,2009,213250
544,4058,"NAmes","TwnhsE",7,5,1998,1998,6,2007,133000
545,17104,"Gilbert","1Fam",7,5,2006,2006,9,2006,179665
546,13837,"NWAmes","1Fam",7,5,1988,1988,2,2006,229000
547,8737,"BrkSide","1Fam",6,7,1923,1950,5,2007,210000
548,7244,"Mitchel","1Fam",5,7,1970,1970,4,2007,129500
549,8235,"OldTown","1Fam",5,7,1955,1995,6,2008,125000
550,9375,"Somerst","1Fam",7,5,2003,2004,11,2009,263000
551,4043,"NPkVill","TwnhsE",6,6,1977,1977,10,2008,140000
552,6000,"OldTown","1Fam",5,6,1957,1957,6,2008,112500
553,11146,"NridgHt","1Fam",8,5,2006,2006,7,2009,255500
554,8777,"Edwards","1Fam",4,5,1949,2003,5,2009,108000
555,10625,"NridgHt","1Fam",7,5,2003,2004,8,2008,284000
556,6380,"BrkSide","1Fam",5,6,1922,1950,8,2006,113000
557,14850,"NAmes","1Fam",5,5,1957,1957,5,2006,141000
558,11040,"IDOTRR","1Fam",4,6,1920,1950,9,2006,108000
559,21872,"Gilbert","1Fam",7,5,1996,1997,8,2008,175000
560,3196,"Blmngtn","TwnhsE",7,5,2003,2004,10,2006,234000
561,11341,"Sawyer","1Fam",5,6,1957,1996,5,2010,121500
562,10010,"Mitchel","1Fam",5,5,1974,1975,4,2006,170000
563,13907,"Edwards","1Fam",5,6,1940,1969,7,2008,108000
564,21780,"Edwards","1Fam",6,7,1918,1950,7,2008,185000
565,13346,"NoRidge","1Fam",7,5,1992,2000,7,2006,268000
566,6858,"SWISU","1Fam",6,4,1915,1950,5,2010,128000
567,11198,"StoneBr","1Fam",9,5,2005,2007,6,2008,325000
568,10171,"NridgHt","1Fam",7,5,2004,2004,3,2010,214000
569,12327,"SawyerW","1Fam",8,8,1983,2009,9,2009,316600
570,7032,"NAmes","Duplex",5,5,1979,1979,12,2006,135960
571,13101,"NAmes","Duplex",5,5,1965,1965,11,2008,142600
572,7332,"NAmes","1Fam",6,6,1959,1959,10,2006,120000
573,13159,"Timber","1Fam",7,5,2009,2009,7,2009,224500
574,9967,"Gilbert","1Fam",7,5,2000,2000,12,2007,170000
575,10500,"NAmes","1Fam",5,7,1971,2005,12,2007,139000
576,8480,"NAmes","1Fam",5,5,1947,1950,10,2008,118500
577,6292,"SWISU","1Fam",7,7,1928,1950,8,2009,145000
578,11777,"Sawyer","1Fam",5,6,1966,1966,5,2006,164500
579,3604,"Somerst","TwnhsE",7,5,2007,2007,2,2008,146000
580,12150,"OldTown","1Fam",5,5,1954,1954,11,2008,131500
581,14585,"NAmes","1Fam",6,6,1960,1987,6,2007,181900
582,12704,"NridgHt","1Fam",8,5,2008,2009,8,2009,253293
583,11841,"Edwards","Duplex",6,5,1990,1990,5,2007,118500
584,13500,"OldTown","1Fam",10,9,1893,2000,7,2008,325000
585,6120,"BrkSide","1Fam",4,7,1935,1995,7,2009,133000
586,11443,"Timber","1Fam",8,5,2005,2006,3,2006,369900
587,10267,"BrkSide","1Fam",6,7,1918,2000,5,2008,130000
588,8740,"Sawyer","1Fam",5,6,1982,1982,7,2009,137000
589,25095,"ClearCr","1Fam",5,8,1968,2003,6,2009,143000
590,9100,"BrkSide","1Fam",5,6,1930,1960,8,2008,79500
591,8320,"CollgCr","1Fam",7,5,2004,2004,9,2008,185900
592,13478,"NridgHt","1Fam",10,5,2008,2008,6,2009,451950
593,6600,"Mitchel","1Fam",5,8,1982,2003,6,2008,138000
594,4435,"CollgCr","TwnhsE",6,5,2003,2003,5,2009,140000
595,7990,"CollgCr","1Fam",5,6,1975,1975,4,2008,110000
596,11302,"StoneBr","1Fam",8,5,2005,2006,8,2006,319000
597,3600,"OldTown","1Fam",6,7,1910,1993,10,2006,114504
598,3922,"Blmngtn","TwnhsE",7,5,2006,2007,2,2007,194201
599,12984,"Crawfor","1Fam",5,6,1977,1977,3,2006,217500
600,1950,"Blueste","Twnhs",6,6,1980,1980,7,2008,151000
601,10927,"NridgHt","1Fam",8,5,2005,2005,6,2006,275000
602,9000,"IDOTRR","1Fam",6,6,1937,1950,12,2007,141000
603,10041,"SawyerW","1Fam",8,5,1992,1992,2,2006,220000
604,3182,"Somerst","TwnhsE",7,5,2004,2005,6,2010,151000
605,12803,"CollgCr","1Fam",7,5,2002,2002,9,2008,221000
606,13600,"NAmes","1Fam",7,6,1965,1990,10,2009,205000
607,12464,"CollgCr","1Fam",5,5,1996,1996,11,2009,152000
608,7800,"Edwards","1Fam",5,8,1948,2002,8,2006,225000
609,12168,"Crawfor","1Fam",8,6,1934,1998,9,2007,359100
610,7943,"Sawyer","1Fam",4,5,1961,1961,4,2007,118500
611,11050,"CollgCr","1Fam",9,5,2000,2000,5,2009,313000
612,10395,"NWAmes","1Fam",6,6,1978,1978,7,2007,148000
613,11885,"CollgCr","1Fam",8,5,2001,2001,11,2009,261500
614,8402,"Mitchel","1Fam",5,5,2007,2007,12,2007,147000
615,1491,"MeadowV","TwnhsE",4,6,1972,1972,5,2010,75500
616,8800,"NAmes","1Fam",6,7,1963,1963,5,2010,137500
617,7861,"Gilbert","1Fam",6,5,2002,2003,6,2006,183200
618,7227,"NAmes","1Fam",6,6,1954,1954,6,2008,105500
619,11694,"NridgHt","1Fam",9,5,2007,2007,7,2007,314813
620,12244,"Timber","1Fam",8,5,2003,2003,8,2008,305000
621,8248,"Edwards","1Fam",3,3,1914,1950,9,2008,67000
622,10800,"NWAmes","1Fam",6,7,1974,1997,6,2008,240000
623,7064,"Sawyer","1Fam",5,6,1977,1977,7,2009,135000
624,2117,"Somerst","TwnhsE",6,5,2000,2000,6,2007,168500
625,10400,"NWAmes","1Fam",6,5,1972,1972,11,2006,165150
626,10000,"NAmes","1Fam",6,6,1962,1962,2,2010,160000
627,12342,"NAmes","1Fam",5,5,1960,1978,8,2007,139900
628,9600,"NAmes","1Fam",6,6,1955,1972,3,2010,153000
629,11606,"NAmes","1Fam",5,5,1969,1969,9,2007,135000
630,9020,"NAmes","1Fam",6,5,1964,1964,6,2008,168500
631,9000,"OldTown","1Fam",5,6,1880,1991,6,2006,124000
632,4590,"NridgHt","Twnhs",8,5,2006,2006,8,2007,209500
633,11900,"NWAmes","1Fam",7,5,1977,1977,4,2009,82500
634,9250,"NAmes","1Fam",5,7,1954,2005,7,2007,139400
635,6979,"OldTown","Duplex",6,5,1980,1980,6,2010,144000
636,10896,"SWISU","2fmCon",6,7,1914,1995,3,2007,200000
637,6120,"BrkSide","1Fam",2,3,1936,1950,1,2009,60000
638,6000,"OldTown","2fmCon",5,4,1954,1954,11,2009,93000
639,8777,"Edwards","1Fam",5,7,1910,1950,5,2008,85000
640,3982,"Blmngtn","TwnhsE",8,5,2006,2006,10,2006,264561
641,12677,"NridgHt","TwnhsE",8,5,2003,2004,4,2008,274000
642,7050,"Somerst","1Fam",7,5,2001,2001,5,2007,226000
643,13860,"NAmes","1Fam",8,7,1972,1995,7,2009,345000
644,10793,"NWAmes","1Fam",5,5,1969,1969,4,2007,152000
645,9187,"Somerst","1Fam",9,5,2009,2009,10,2009,370878
646,10530,"NAmes","1Fam",6,5,1971,1971,3,2007,143250
647,7200,"NAmes","1Fam",5,5,1950,1950,7,2008,98300
648,10452,"Edwards","1Fam",6,5,1953,1953,6,2008,155000
649,7700,"NAmes","1Fam",6,5,1966,1966,6,2010,155000
650,1936,"MeadowV","Twnhs",4,6,1970,1970,12,2007,84500
651,8125,"Somerst","1Fam",7,6,2007,2007,5,2008,205950
652,9084,"Edwards","1Fam",4,5,1940,1950,10,2009,108000
653,8750,"CollgCr","1Fam",7,5,1996,1996,7,2009,191000
654,10320,"IDOTRR","1Fam",6,7,1906,1995,6,2008,135000
655,10437,"NoRidge","1Fam",8,6,1995,1995,8,2008,350000
656,1680,"BrDale","Twnhs",6,5,1971,1971,3,2010,88000
657,10007,"NAmes","1Fam",5,7,1959,2006,8,2008,145500
658,7200,"Crawfor","1Fam",7,6,1931,2000,2,2008,149000
659,17503,"NAmes","1Fam",6,5,1948,1950,1,2010,97500
660,9937,"Edwards","1Fam",5,7,1964,1999,3,2009,167000
661,12384,"NWAmes","1Fam",7,7,1976,1976,11,2007,197900
662,46589,"NoRidge","1Fam",8,7,1994,2005,7,2009,402000
663,13560,"NAmes","1Fam",6,3,1968,1968,7,2009,110000
664,10012,"Edwards","1Fam",4,5,1972,1972,4,2008,137500
665,20896,"Somerst","1Fam",8,5,2005,2006,1,2006,423000
666,11194,"Gilbert","1Fam",8,5,2000,2000,11,2006,230500
667,18450,"NAmes","1Fam",6,5,1965,1979,8,2007,129000
668,8125,"SawyerW","1Fam",6,5,1994,1998,10,2008,193500
669,14175,"Sawyer","1Fam",5,6,1956,1987,11,2006,168000
670,11600,"Crawfor","1Fam",4,5,1922,1950,7,2006,137500
671,8633,"CollgCr","1Fam",6,5,2005,2005,2,2009,173500
672,6629,"Edwards","1Fam",6,6,1925,1950,7,2009,103600
673,11250,"Veenker","1Fam",6,6,1977,1977,6,2006,165000
674,14442,"Crawfor","1Fam",6,7,1957,2004,6,2007,257500
675,9200,"NAmes","1Fam",6,6,1965,1965,7,2008,140000
676,2289,"NPkVill","Twnhs",6,6,1978,1978,4,2009,148500
677,9600,"OldTown","1Fam",4,2,1900,1950,5,2006,87000
678,9022,"OldTown","1Fam",5,8,1924,2006,5,2009,109500
679,11844,"StoneBr","1Fam",8,5,2008,2008,7,2009,372500
680,9945,"Sawyer","1Fam",5,5,1961,1961,10,2007,128500
681,8012,"SawyerW","TwnhsE",6,5,1980,1980,5,2010,143000
682,4500,"SWISU","1Fam",5,5,1932,2000,7,2009,159434
683,2887,"ClearCr","1Fam",6,5,1996,1997,11,2008,173000
684,11248,"CollgCr","1Fam",9,5,2002,2002,7,2007,285000
685,16770,"NoRidge","1Fam",7,5,1998,1998,6,2010,221000
686,5062,"StoneBr","TwnhsE",7,5,1984,1984,9,2007,207500
687,10207,"Somerst","1Fam",7,6,2007,2007,8,2007,227875
688,5105,"Somerst","TwnhsE",7,5,2004,2004,3,2007,148800
689,8089,"StoneBr","1Fam",8,6,2007,2007,10,2007,392000
690,7577,"NridgHt","TwnhsE",6,5,2005,2006,6,2007,194700
691,4426,"CollgCr","TwnhsE",6,5,2004,2004,5,2008,141000
692,21535,"NoRidge","1Fam",10,6,1994,1995,1,2007,755000
693,26178,"Timber","1Fam",7,5,1989,1990,4,2006,335000
694,5400,"OldTown","1Fam",5,6,1921,1968,12,2006,108480
695,6120,"BrkSide","1Fam",5,6,1936,1950,4,2009,141500
696,13811,"Timber","1Fam",6,6,1987,1987,7,2006,176000
697,6000,"BrkSide","1Fam",5,7,1921,1950,6,2006,89000
698,6420,"Edwards","1Fam",5,7,1952,1952,9,2006,123500
699,8450,"Sawyer","1Fam",5,8,1965,2009,4,2010,138500
700,4282,"Somerst","TwnhsE",7,5,2004,2004,7,2008,196000
701,14331,"Timber","1Fam",8,5,2002,2002,5,2006,312500
702,9600,"NWAmes","1Fam",7,5,1969,1969,7,2006,140000
703,12438,"StoneBr","1Fam",8,5,2006,2006,7,2006,361919
704,7630,"OldTown","2fmCon",5,9,1900,1996,5,2010,140000
705,8400,"CollgCr","1Fam",7,5,2004,2005,5,2010,213000
706,5600,"IDOTRR","2fmCon",4,5,1930,1950,7,2010,55000
707,115149,"ClearCr","1Fam",7,5,1971,2002,6,2007,302000
708,6240,"NridgHt","TwnhsE",8,5,2006,2006,12,2009,254000
709,9018,"Gilbert","1Fam",7,5,2007,2007,7,2007,179540
710,7162,"Sawyer","1Fam",5,7,1966,1966,12,2008,109900
711,4130,"BrkSide","1Fam",3,6,1935,2003,7,2008,52000
712,8712,"IDOTRR","1Fam",4,7,1900,1950,1,2010,102776
713,4671,"StoneBr","TwnhsE",8,5,1988,1989,10,2008,189000
714,9873,"BrkSide","2fmCon",4,5,1970,1970,5,2006,129000
715,13517,"Sawyer","1Fam",6,8,1976,2005,3,2010,130500
716,10140,"NWAmes","1Fam",6,5,1974,1974,8,2009,165000
717,10800,"OldTown","1Fam",7,8,1890,1998,7,2007,159500
718,10000,"NWAmes","1Fam",5,6,1973,2000,11,2008,157000
719,10542,"NoRidge","1Fam",7,5,1993,1994,8,2008,341000
720,9920,"CollgCr","1Fam",5,6,1969,1969,5,2006,128500
721,6563,"StoneBr","1Fam",8,5,1985,1985,12,2006,275000
722,4426,"CollgCr","TwnhsE",6,5,2004,2004,5,2010,143000
723,8120,"NAmes","1Fam",4,7,1970,1970,7,2009,124500
724,8172,"Edwards","1Fam",4,6,1954,1972,5,2008,135000
725,13286,"Edwards","1Fam",9,5,2007,2008,2,2009,320000
726,6960,"NAmes","1Fam",4,6,1970,1970,11,2009,120500
727,21695,"Crawfor","1Fam",6,9,1988,2007,12,2009,222000
728,7314,"CollgCr","1Fam",7,5,2007,2007,2,2009,194500
729,11475,"NAmes","Duplex",5,5,1958,1958,7,2009,110000
730,6240,"IDOTRR","1Fam",4,5,1925,1950,1,2009,103000
731,5389,"StoneBr","TwnhsE",8,5,1995,1996,3,2010,236500
732,9590,"Timber","1Fam",7,5,2003,2003,5,2007,187500
733,11404,"CollgCr","1Fam",7,5,1998,1999,7,2008,222500
734,10000,"Sawyer","1Fam",5,6,1961,1983,3,2009,131400
735,8978,"Sawyer","1Fam",5,5,1968,1968,5,2007,108000
736,10800,"OldTown","1Fam",7,7,1914,1970,10,2006,163000
737,8544,"NAmes","Duplex",3,4,1950,1950,7,2006,93500
738,10463,"Gilbert","1Fam",8,5,2005,2005,6,2006,239900
739,10800,"Edwards","Duplex",5,5,1987,1988,3,2009,179000
740,9313,"CollgCr","1Fam",7,5,2004,2004,4,2009,190000
741,9600,"OldTown","1Fam",5,7,1910,2002,5,2007,132000
742,6768,"Sawyer","1Fam",6,8,1961,1996,5,2008,142000
743,8450,"SawyerW","1Fam",7,5,2000,2001,12,2007,179000
744,12886,"Sawyer","1Fam",5,6,1963,1999,10,2009,175000
745,5395,"StoneBr","TwnhsE",8,5,1993,1993,10,2008,180000
746,8963,"NWAmes","1Fam",8,9,1976,1996,7,2008,299800
747,8795,"Gilbert","1Fam",7,5,2000,2000,4,2009,236000
748,11700,"OldTown","1Fam",7,7,1880,2003,5,2009,265979
749,10593,"NoRidge","1Fam",7,5,1996,1996,3,2010,260400
750,8405,"Edwards","1Fam",4,3,1945,1950,4,2009,98000
751,8800,"OldTown","1Fam",4,7,1910,2004,6,2010,96500
752,7750,"Gilbert","1Fam",7,5,2003,2003,8,2007,162000
753,9236,"CollgCr","1Fam",6,5,1997,1997,7,2006,217000
754,10240,"NridgHt","1Fam",8,5,2005,2005,3,2006,275500
755,7930,"NAmes","1Fam",6,8,1969,2005,7,2009,156000
756,3230,"Somerst","TwnhsE",6,5,1999,1999,3,2009,172500
757,10769,"CollgCr","1Fam",8,5,2007,2007,4,2009,212000
758,11616,"Sawyer","1Fam",6,5,1978,1978,4,2010,158900
759,2280,"Somerst","Twnhs",7,5,1999,1999,8,2008,179400
760,12257,"NoRidge","1Fam",8,5,1995,1995,11,2007,290000
761,9100,"NAmes","1Fam",6,6,1959,1959,10,2009,127500
762,6911,"BrkSide","1Fam",5,5,1924,1950,10,2009,100000
763,8640,"Somerst","1Fam",7,5,2009,2009,6,2010,215200
764,9430,"NoRidge","1Fam",8,5,1999,1999,7,2009,337000
765,9549,"Veenker","TwnhsE",8,5,1995,1996,4,2006,270000
766,14587,"Somerst","1Fam",9,5,2008,2008,8,2008,264132
767,10421,"NWAmes","1Fam",7,5,1988,1988,3,2010,196500
768,12508,"Mitchel","1Fam",6,7,1940,1985,7,2008,160000
769,9100,"CollgCr","1Fam",7,5,2004,2005,10,2006,216837
770,53504,"StoneBr","1Fam",8,5,2003,2003,6,2010,538000
771,7252,"Sawyer","1Fam",5,5,1982,1982,4,2009,134900
772,8877,"Edwards","1Fam",4,5,1951,1951,4,2006,102000
773,7819,"Edwards","1Fam",6,5,1976,1976,3,2010,107000
774,10150,"NAmes","1Fam",5,5,1958,1958,7,2007,114500
775,14226,"NridgHt","1Fam",8,5,2006,2006,7,2007,395000
776,4500,"Mitchel","TwnhsE",6,5,1998,1998,6,2009,162000
777,11210,"CollgCr","1Fam",7,5,2005,2006,7,2006,221500
778,13350,"Sawyer","1Fam",5,5,1974,1974,6,2006,142500
779,8400,"SawyerW","Duplex",5,5,1977,1977,10,2007,144000
780,10530,"Mitchel","Duplex",6,5,1977,1977,5,2006,135000
781,7875,"Gilbert","1Fam",7,5,1995,1996,6,2007,176000
782,7153,"SawyerW","1Fam",6,5,1992,1992,7,2006,175900
783,16285,"CollgCr","1Fam",7,5,2001,2002,6,2009,187100
784,9101,"Mitchel","1Fam",5,6,1978,1978,7,2009,165500
785,6300,"OldTown","1Fam",6,6,1914,2001,6,2008,128000
786,9790,"NWAmes","1Fam",6,5,1967,1967,9,2009,161500
787,10800,"OldTown","1Fam",5,6,1915,1950,6,2010,139000
788,10142,"SawyerW","1Fam",7,5,2004,2004,1,2010,233000
789,6000,"OldTown","1Fam",4,7,1954,2000,8,2008,107900
790,12205,"ClearCr","1Fam",6,8,1966,2007,7,2007,187500
791,3182,"Blmngtn","TwnhsE",7,5,2005,2006,9,2009,160200
792,11333,"Mitchel","1Fam",6,5,1976,1976,5,2007,146800
793,9920,"NoRidge","1Fam",7,5,1996,1997,6,2007,269790
794,9158,"Somerst","1Fam",8,5,2007,2007,6,2007,225000
795,10832,"Gilbert","1Fam",7,5,1994,1996,10,2008,194500
796,8400,"SawyerW","1Fam",6,6,1980,1981,4,2010,171000
797,8197,"Sawyer","1Fam",6,5,1977,1977,4,2007,143500
798,7677,"NAmes","1Fam",5,5,1953,1953,4,2008,110000
